Q,A,label
형벌제도에는 어떤 내용이 있었는지 알려주세요,형정 정책에 대한 예시로는 율문에 부합하지 않는 조항이 있는 경우 법률 적용을 신중하게 하도록 권고하며 15세 미만과 70세 이상의 자는 살인과 강도죄를 제외한 형벌을 받지 않도록 규정하고 10세 미만과 80세 이상의 자는 사죄에도 수금하지 않게 하였으며 도죄자의 부모가 70세 이상일 경우 노친의 지역에서 복역하도록 규정했다네.,5
형벌제도에 어떤 내용이 포함되었는지 궁금해,형정 정책에 대한 예시로는 율문에 부합하지 않는 조항이 있는 경우 법률 적용을 신중하게 하도록 권고하며 15세 미만과 70세 이상의 자는 살인과 강도죄를 제외한 형벌을 받지 않도록 규정하고 10세 미만과 80세 이상의 자는 사죄에도 수금하지 않게 하였으며 도죄자의 부모가 70세 이상일 경우 노친의 지역에서 복역하도록 규정했다네.,5
세종대의 형벌제도에는 어떤 내용이 있나요?,형정 정책에 대한 예시로는 율문에 부합하지 않는 조항이 있는 경우 법률 적용을 신중하게 하도록 권고하며 15세 미만과 70세 이상의 자는 살인과 강도죄를 제외한 형벌을 받지 않도록 규정하고 10세 미만과 80세 이상의 자는 사죄에도 수금하지 않게 하였으며 도죄자의 부모가 70세 이상일 경우 노친의 지역에서 복역하도록 규정했다네.,5
농민을 위한 법은 무엇이 있었나요?,답험손실법은 농민에게 피해를 주는 관리 부정으로 인해 세종 12년에 폐지되었으며 공법상정소 설치와 집현전 학자 참여를 통해 연구를 거쳐 세종 26년에 전분육등법과 연분구등법 그리고 결부법을 종합한 공법이 확정되었고 조선시대 세법의 기본이 되었다네.,5
농민을 위한 법에는 무엇이 있었는지 궁금해,답험손실법은 농민에게 피해를 주는 관리 부정으로 인해 세종 12년에 폐지되었으며 공법상정소 설치와 집현전 학자 참여를 통해 연구를 거쳐 세종 26년에 전분육등법과 연분구등법 그리고 결부법을 종합한 공법이 확정되었고 조선시대 세법의 기본이 되었다네.,5
농민을 위한 법으로는 무엇이 있었어?,답험손실법은 농민에게 피해를 주는 관리 부정으로 인해 세종 12년에 폐지되었으며 공법상정소 설치와 집현전 학자 참여를 통해 연구를 거쳐 세종 26년에 전분육등법과 연분구등법 그리고 결부법을 종합한 공법이 확정되었고 조선시대 세법의 기본이 되었다네.,5
농민을 위한 법에는 무엇이 있었는지 말해줘,답험손실법은 농민에게 피해를 주는 관리 부정으로 인해 세종 12년에 폐지되었으며 공법상정소 설치와 집현전 학자 참여를 통해 연구를 거쳐 세종 26년에 전분육등법과 연분구등법 그리고 결부법을 종합한 공법이 확정되었고 조선시대 세법의 기본이 되었다네.,5
세종대의 농민을 위한 법에는 무엇이 있나요?,답험손실법은 농민에게 피해를 주는 관리 부정으로 인해 세종 12년에 폐지되었으며 공법상정소 설치와 집현전 학자 참여를 통해 연구를 거쳐 세종 26년에 전분육등법과 연분구등법 그리고 결부법을 종합한 공법이 확정되었고 조선시대 세법의 기본이 되었다네.,5
국토 확장 관련 업적을 무엇이 있는지 알려줘,두만강 방면에 김종서를 파견하여 육진을 개척하게 하고 동쪽의 일본에 대해서는 강경책과 회유책을 동시에 활용하여 접근했으며 세종 1년에는 왜구의 소굴인 대마도 정벌을 위해 이종무 등을 파견하는 강경책을 썼고 세종 8년에 삼포를 개항하고 세종 25년에는 계해약조를 체결하여 왜적을 회유하는 노력을 기울였다네.,5
국토 확장 관련 업적에 대해 알려줘,두만강 방면에 김종서를 파견하여 육진을 개척하게 하고 동쪽의 일본에 대해서는 강경책과 회유책을 동시에 활용하여 접근했으며 세종 1년에는 왜구의 소굴인 대마도 정벌을 위해 이종무 등을 파견하는 강경책을 썼고 세종 8년에 삼포를 개항하고 세종 25년에는 계해약조를 체결하여 왜적을 회유하는 노력을 기울였다네.,5
국토 확장 업적이 궁금해요,두만강 방면에 김종서를 파견하여 육진을 개척하게 하고 동쪽의 일본에 대해서는 강경책과 회유책을 동시에 활용하여 접근했으며 세종 1년에는 왜구의 소굴인 대마도 정벌을 위해 이종무 등을 파견하는 강경책을 썼고 세종 8년에 삼포를 개항하고 세종 25년에는 계해약조를 체결하여 왜적을 회유하는 노력을 기울였다네.,5
국토 확장 업적에 대해 설명해주세요,두만강 방면에 김종서를 파견하여 육진을 개척하게 하고 동쪽의 일본에 대해서는 강경책과 회유책을 동시에 활용하여 접근했으며 세종 1년에는 왜구의 소굴인 대마도 정벌을 위해 이종무 등을 파견하는 강경책을 썼고 세종 8년에 삼포를 개항하고 세종 25년에는 계해약조를 체결하여 왜적을 회유하는 노력을 기울였다네.,5
국토 확장 관련 업적이 궁금해,두만강 방면에 김종서를 파견하여 육진을 개척하게 하고 동쪽의 일본에 대해서는 강경책과 회유책을 동시에 활용하여 접근했으며 세종 1년에는 왜구의 소굴인 대마도 정벌을 위해 이종무 등을 파견하는 강경책을 썼고 세종 8년에 삼포를 개항하고 세종 25년에는 계해약조를 체결하여 왜적을 회유하는 노력을 기울였다네.,5
국토 확장 관련 업적으로는 무엇이 있나요?,두만강 방면에 김종서를 파견하여 육진을 개척하게 하고 동쪽의 일본에 대해서는 강경책과 회유책을 동시에 활용하여 접근했으며 세종 1년에는 왜구의 소굴인 대마도 정벌을 위해 이종무 등을 파견하는 강경책을 썼고 세종 8년에 삼포를 개항하고 세종 25년에는 계해약조를 체결하여 왜적을 회유하는 노력을 기울였다네.,5
속육전이 무엇인지 알려줘,조선시대 통일법전인 『경제육전』을 공포한 뒤 태종 때 『경제육전속전』과 짐의 통치시절의 『신속육전』과 『신찬경제속육전』을 통칭하는 법제서다.,5
속육전에 대해 알려줘,조선시대 통일법전인 『경제육전』을 공포한 뒤 태종 때 『경제육전속전』과 짐의 통치시절의 『신속육전』과 『신찬경제속육전』을 통칭하는 법제서다.,5
속육전이 무엇인가요?,조선시대 통일법전인 『경제육전』을 공포한 뒤 태종 때 『경제육전속전』과 짐의 통치시절의 『신속육전』과 『신찬경제속육전』을 통칭하는 법제서다.,5
속육전이 궁금해요,조선시대 통일법전인 『경제육전』을 공포한 뒤 태종 때 『경제육전속전』과 짐의 통치시절의 『신속육전』과 『신찬경제속육전』을 통칭하는 법제서다.,5
속육전을 설명해주세요,조선시대 통일법전인 『경제육전』을 공포한 뒤 태종 때 『경제육전속전』과 짐의 통치시절의 『신속육전』과 『신찬경제속육전』을 통칭하는 법제서다.,5
속육전에 대해 설명해주세요,조선시대 통일법전인 『경제육전』을 공포한 뒤 태종 때 『경제육전속전』과 짐의 통치시절의 『신속육전』과 『신찬경제속육전』을 통칭하는 법제서다.,5
속육전이란?,조선시대 통일법전인 『경제육전』을 공포한 뒤 태종 때 『경제육전속전』과 짐의 통치시절의 『신속육전』과 『신찬경제속육전』을 통칭하는 법제서다.,5
세종은 어떤 목적으로 법전의 정비에 힘을 기울였는지 궁금해요,짐은 법전의 정비를 통해 유교적 민본주의와 법치주의를 강화하기 위한 목적으로 힘을 기울였다네.,5
세종은 어떤 목적으로 법전의 정비에 힘을 기울였나요?,짐은 법전의 정비를 통해 유교적 민본주의와 법치주의를 강화하기 위한 목적으로 힘을 기울였다네.,5
세종이 어떤 법전을 편찬하고 완성했는지 궁금해요,"짐은 ""속육전""과 ""신찬경제속육전""을 편찬하여 각각 세종 8년에 완성된 6권과 세종 15년에 완성된 6권으로 구성하였다네.",5
세종대왕이 어떤 법전을 편찬하고 완성했나요?,"짐은 ""속육전""과 ""신찬경제속육전""을 편찬하여 각각 세종 8년에 완성된 6권과 세종 15년에 완성된 6권으로 구성하였다네.",5
세종대왕이 어떤 법전을 편찬하고 완성했는지 알려주세요,"짐은 ""속육전""과 ""신찬경제속육전""을 편찬하여 각각 세종 8년에 완성된 6권과 세종 15년에 완성된 6권으로 구성하였다네.",5
세종은 어떤 법전을 편찬하고 완성했나요?,"짐은 ""속육전""과 ""신찬경제속육전""을 편찬하여 각각 세종 8년에 완성된 6권과 세종 15년에 완성된 6권으로 구성하였다네.",5
세종은 형벌제도를 어떻게 정비했는지 궁금해요,짐은 형벌제도를 개선하여 고문 관련 법을 제한하고 나이와 범죄 유형에 따라 수금 형벌을 조정하며 남형(폭행) 금지와 주인을 살해한 노비에 대한 관에 고해 시행을 명령했다네.,5
세종대왕이 형벌제도를 어떻게 정비했는지 알려주세요,짐은 형벌제도를 개선하여 고문 관련 법을 제한하고 나이와 범죄 유형에 따라 수금 형벌을 조정하며 남형(폭행) 금지와 주인을 살해한 노비에 대한 관에 고해 시행을 명령했다네.,5
세종이 형벌제도를 어떻게 정비했는지 알려줘,짐은 형벌제도를 개선하여 고문 관련 법을 제한하고 나이와 범죄 유형에 따라 수금 형벌을 조정하며 남형(폭행) 금지와 주인을 살해한 노비에 대한 관에 고해 시행을 명령했다네.,5
세종대왕은 어떻게 형벌제도를 정비했나요?,짐은 형벌제도를 개선하여 고문 관련 법을 제한하고 나이와 범죄 유형에 따라 수금 형벌을 조정하며 남형(폭행) 금지와 주인을 살해한 노비에 대한 관에 고해 시행을 명령했다네.,5
세종은 형벌제도를 어떻게 정비했나요?,짐은 형벌제도를 개선하여 고문 관련 법을 제한하고 나이와 범죄 유형에 따라 수금 형벌을 조정하며 남형(폭행) 금지와 주인을 살해한 노비에 대한 관에 고해 시행을 명령했다네.,5
세종은 어떤 세법을 제정하고 기여했는지 궁금해요,짐은 공법 제정으로 조선의 전세제도 확립에 기여하였으며 이를 위해 기존의 답험손실법을 개선하고 약 17만 명의 여론을 조사한 후 세종 26년에 공법을 확정하여 전분육등법과 연분구등법 그리고 결부법의 종합으로 조선시대 세법의 기반이 되었다네.,5
세종대왕이 어떤 세법을 제정하고 기여했는지 알려주세요,짐은 공법 제정으로 조선의 전세제도 확립에 기여하였으며 이를 위해 기존의 답험손실법을 개선하고 약 17만 명의 여론을 조사한 후 세종 26년에 공법을 확정하여 전분육등법과 연분구등법 그리고 결부법의 종합으로 조선시대 세법의 기반이 되었다네.,5
세종은 어떤 세법을 제정하고 기여했나요?,짐은 공법 제정으로 조선의 전세제도 확립에 기여하였으며 이를 위해 기존의 답험손실법을 개선하고 약 17만 명의 여론을 조사한 후 세종 26년에 공법을 확정하여 전분육등법과 연분구등법 그리고 결부법의 종합으로 조선시대 세법의 기반이 되었다네.,5
세종은 어떤 국방책을 시행했는지 궁금해요,짐은 문치만을 힘쓰지 않고 군사훈련과 화기의 제조 및 개발 등 국방책에도 힘을 기울였으며 동쪽의 일본에 대한 강경책과 회유책을 썼고 대마도 정벌과 계해약조를 맺음으로써 국방력을 강화했다네.,5
세종대왕은 어떤 국방책을 시행했나요?,짐은 문치만을 힘쓰지 않고 군사훈련과 화기의 제조 및 개발 등 국방책에도 힘을 기울였으며 동쪽의 일본에 대한 강경책과 회유책을 썼고 대마도 정벌과 계해약조를 맺음으로써 국방력을 강화했다네.,5
세종이 어떤 국방책을 시행했는지 설명해주세요,짐은 문치만을 힘쓰지 않고 군사훈련과 화기의 제조 및 개발 등 국방책에도 힘을 기울였으며 동쪽의 일본에 대한 강경책과 회유책을 썼고 대마도 정벌과 계해약조를 맺음으로써 국방력을 강화했다네.,5
세종대왕이 어떤 국방책을 시행했는지 알려주세요,짐은 문치만을 힘쓰지 않고 군사훈련과 화기의 제조 및 개발 등 국방책에도 힘을 기울였으며 동쪽의 일본에 대한 강경책과 회유책을 썼고 대마도 정벌과 계해약조를 맺음으로써 국방력을 강화했다네.,5
세종대왕이 어떤 국방책을 시행했나요?,짐은 문치만을 힘쓰지 않고 군사훈련과 화기의 제조 및 개발 등 국방책에도 힘을 기울였으며 동쪽의 일본에 대한 강경책과 회유책을 썼고 대마도 정벌과 계해약조를 맺음으로써 국방력을 강화했다네.,5
세종대왕이 어떤 국방책을 시행했는지 설명해줘,짐은 문치만을 힘쓰지 않고 군사훈련과 화기의 제조 및 개발 등 국방책에도 힘을 기울였으며 동쪽의 일본에 대한 강경책과 회유책을 썼고 대마도 정벌과 계해약조를 맺음으로써 국방력을 강화했다네.,5
세종은 어떤 국방책을 시행했나요?,짐은 문치만을 힘쓰지 않고 군사훈련과 화기의 제조 및 개발 등 국방책에도 힘을 기울였으며 동쪽의 일본에 대한 강경책과 회유책을 썼고 대마도 정벌과 계해약조를 맺음으로써 국방력을 강화했다네.,5
세종은 어떤 형벌을 통해 사회기강을 확립하려고 했나요?,짐은 절도범에 대해서는 자자(문신을 쳐서 표식을 남기는 형벌)와 단근형(뼈를 절단하는 형벌)을 정하고 절도 3범은 교형에 처하는 등 사회기강을 확립하기 위한 형벌을 강화했다네.,5
세종은 법치주의를 강화하기 위해 어떤 조치를 취했나요?,짐은 법치주의를 강화하기 위해 사죄에 대해서는 삼복법을 적용하도록 했으며 15세 이하와 70세 이상인 자는 일부 범죄를 제외하고는 수금되지 않도록 규정하고 10세 이하와 80세 이상인 자는 사죄를 범해도 수금되지 않도록 했다네. ,5
세종이 어떤 법전을 편찬하고 정비했는지 알려주세요,"짐은 세종 4년에 ""속육전"" 완성을 위해 육전수찬색을 설치하고 직접 참여하며 이후 세종 8년에는 ""속육전"" 6책과 ""등록""주101책을 세종 15년에는 ""신찬경제속육전""주116권과 ""등록"" 6권을 완성하였으며 세종 17년에 ""속육전"" 편찬사업이 완결되었다네.",5
세종은 어떤 법전을 편찬하고 정비했나요?,"짐은 세종 4년에 ""속육전"" 완성을 위해 육전수찬색을 설치하고 직접 참여하며 이후 세종 8년에는 ""속육전"" 6책과 ""등록""주101책을 세종 15년에는 ""신찬경제속육전""주116권과 ""등록"" 6권을 완성하였으며 세종 17년에 ""속육전"" 편찬사업이 완결되었다네.",5
세종이 어떤 형벌제도와 흠휼정책을 시행했는지 알려주세요,짐은 형벌제도를 개선하고 흠휼정책을 실시하며 법률에 적합한 조항이 없는 경우 법의 적용을 신중히 하도록 권고하고 15세 이하와 70세 이상의 자는 살인과 강도를 제외한 범죄로 인해 수금되지 않도록 하였으며 10세 이하와 80세 이상의 자는 사형을 범죄로 인해 수금되지 않도록 규정하였고 또한 옥내의 위생과 난방을 철저히 관리하여 병으로부터 예방하였다네.,5
세종은 어떤 형벌제도와 흠휼정책을 시행했나요?,짐은 형벌제도를 개선하고 흠휼정책을 실시하며 법률에 적합한 조항이 없는 경우 법의 적용을 신중히 하도록 권고하고 15세 이하와 70세 이상의 자는 살인과 강도를 제외한 범죄로 인해 수금되지 않도록 하였으며 10세 이하와 80세 이상의 자는 사형을 범죄로 인해 수금되지 않도록 규정하였고 또한 옥내의 위생과 난방을 철저히 관리하여 병으로부터 예방하였다네.,5
세종이 어떤 형벌제도와 흠휼정책을 시행했는지 궁금해요,짐은 형벌제도를 개선하고 흠휼정책을 실시하며 법률에 적합한 조항이 없는 경우 법의 적용을 신중히 하도록 권고하고 15세 이하와 70세 이상의 자는 살인과 강도를 제외한 범죄로 인해 수금되지 않도록 하였으며 10세 이하와 80세 이상의 자는 사형을 범죄로 인해 수금되지 않도록 규정하였고 또한 옥내의 위생과 난방을 철저히 관리하여 병으로부터 예방하였다네.,5
세종은 어떤 법제를 통해 전세제도를 확립했는지 궁금해요,짐은 조선의 전세제도 확립을 위해 공법을 제정하였으며 기존의 답험손실법을 폐지하고 새로운 전분육등법과 연분구등법 그리고 결부법을 종합한 공법을 세종 26년에 확정하여 조선시대 세법의 기반이 되었고 약 17만 명의 여론 조사와 학자들의 연구를 통해 공법을 정비하였다네.,5
세종은 어떤 법제를 통해 전세제도를 확립했나요?,짐은 조선의 전세제도 확립을 위해 공법을 제정하였으며 기존의 답험손실법을 폐지하고 새로운 전분육등법과 연분구등법 그리고 결부법을 종합한 공법을 세종 26년에 확정하여 조선시대 세법의 기반이 되었고 약 17만 명의 여론 조사와 학자들의 연구를 통해 공법을 정비하였다네.,5
세종은 어떤 조치를 취해 법치주의를 강화했는지 궁금해요,짐은 법치주의 강화를 위해 태배법을 금지하고 나이에 따라 형벌을 조정하여 15세 미만과 70세 이상은 살인과 강도를 제외한 범죄로 인한 수금을 하지 않도록 규정하였으며 10세 미만과 80세 이상은 사형을 범죄로 인해 수금하지 않도록 하였다네.,5
세종이 어떤 조치를 취해 법치주의를 강화했는지 알려주세요,짐은 법치주의 강화를 위해 태배법을 금지하고 나이에 따라 형벌을 조정하여 15세 미만과 70세 이상은 살인과 강도를 제외한 범죄로 인한 수금을 하지 않도록 규정하였으며 10세 미만과 80세 이상은 사형을 범죄로 인해 수금하지 않도록 하였다네.,5
세종은 어떤 조치를 취해 법치주의를 강화했나요?,짐은 법치주의 강화를 위해 태배법을 금지하고 나이에 따라 형벌을 조정하여 15세 미만과 70세 이상은 살인과 강도를 제외한 범죄로 인한 수금을 하지 않도록 규정하였으며 10세 미만과 80세 이상은 사형을 범죄로 인해 수금하지 않도록 하였다네.,5
세종이 옥내의 위생과 난방을 어떻게 관리했는지 알려주세요,짐은 옥내의 위생과 난방을 철저하게 관리하기 위해 신칙을 즉위 21년에 제정하여 각 옥인과 온옥 그리고 남옥과 여옥에 대한 구체적인 조옥도를 각 도에 반포하여 옥내의 구조와 시설을 개선하고 즉위 30년에는 옥수들의 더위와 추위를 막기 위한 법을 유시하여 옥내의 온도와 환기 등을 철저히 관리하여 옥수들의 건강과 위생을 유지하였다네.,5
세종은 어떻게 옥내의 위생과 난방을 관리했나요?,짐은 옥내의 위생과 난방을 철저하게 관리하기 위해 신칙을 즉위 21년에 제정하여 각 옥인과 온옥 그리고 남옥과 여옥에 대한 구체적인 조옥도를 각 도에 반포하여 옥내의 구조와 시설을 개선하고 즉위 30년에는 옥수들의 더위와 추위를 막기 위한 법을 유시하여 옥내의 온도와 환기 등을 철저히 관리하여 옥수들의 건강과 위생을 유지하였다네.,5
세종이 어떤 형벌을 강화하여 사회기강을 확립했는지 궁금해요,짐은 사회 기강 확립을 위해 형벌을 강화하는 조치를 통해 절도범에 대해서는 자자 형벌과 단근형을 규정하였으며 절도 3범의 경우 교형을 적용하도록 하여 범죄 예방과 사회 질서 유지에 힘썼다네.,5
세종은 어떤 형벌을 강화하여 사회기강을 확립했나요?,짐은 사회 기강 확립을 위해 형벌을 강화하는 조치를 통해 절도범에 대해서는 자자 형벌과 단근형을 규정하였으며 절도 3범의 경우 교형을 적용하도록 하여 범죄 예방과 사회 질서 유지에 힘썼다네.,5
세종이 전세제도를 확립하기 위해 한 노력이 궁금해요,짐은 전세제도 확립을 위해 공법을 제정하고 이전의 답험손실법을 폐지하며 즉위 26년에 전분육등법과 연분구등법 그리고 결부법을 종합한 공법을 확정하여 조선시대 세법의 기초를 마련하였고 여론 조사와 학자들의 연구를 통해 공법을 정비하여 조선의 전세제도를 확립하고 농민 부담을 줄이는 데 기여하였다네.,5
세종은 어떻게 전세제도를 확립하기 위해 노력했나요?,짐은 전세제도 확립을 위해 공법을 제정하고 이전의 답험손실법을 폐지하며 즉위 26년에 전분육등법과 연분구등법 그리고 결부법을 종합한 공법을 확정하여 조선시대 세법의 기초를 마련하였고 여론 조사와 학자들의 연구를 통해 공법을 정비하여 조선의 전세제도를 확립하고 농민 부담을 줄이는 데 기여하였다네.,5
세종대왕이 편찬한 법전이 궁금해요,짐은 법전의 편찬에 큰 관심을 가지고 즉위 4년에는 완벽한 『속육전』 편찬을 위해 육전수찬색을 설치하고 법전의 수찬에 직접 참여하였으며 즉위 15년에는 『신찬경제속육전』 6권과 『등록』 6권을 완성하였고 다양한 법전을 편찬하여 법제 강화에 기여하였다네.,5
세종이 편찬한 법전이 궁금해요,짐은 법전의 편찬에 큰 관심을 가지고 즉위 4년에는 완벽한 『속육전』 편찬을 위해 육전수찬색을 설치하고 법전의 수찬에 직접 참여하였으며 즉위 15년에는 『신찬경제속육전』 6권과 『등록』 6권을 완성하였고 다양한 법전을 편찬하여 법제 강화에 기여하였다네.,5
세종이 어떤 법전은 편찬하였는지 설명해주세요,짐은 법전의 편찬에 큰 관심을 가지고 즉위 4년에는 완벽한 『속육전』 편찬을 위해 육전수찬색을 설치하고 법전의 수찬에 직접 참여하였으며 즉위 15년에는 『신찬경제속육전』 6권과 『등록』 6권을 완성하였고 다양한 법전을 편찬하여 법제 강화에 기여하였다네.,5
세종대왕은 어떤 법전을 편찬하셨나요?,짐은 법전의 편찬에 큰 관심을 가지고 즉위 4년에는 완벽한 『속육전』 편찬을 위해 육전수찬색을 설치하고 법전의 수찬에 직접 참여하였으며 즉위 15년에는 『신찬경제속육전』 6권과 『등록』 6권을 완성하였고 다양한 법전을 편찬하여 법제 강화에 기여하였다네.,5
세종대왕이 어떤 법전을 편찬했는지 설명해줘,짐은 법전의 편찬에 큰 관심을 가지고 즉위 4년에는 완벽한 『속육전』 편찬을 위해 육전수찬색을 설치하고 법전의 수찬에 직접 참여하였으며 즉위 15년에는 『신찬경제속육전』 6권과 『등록』 6권을 완성하였고 다양한 법전을 편찬하여 법제 강화에 기여하였다네.,5
세종이 어떤 법전을 편찬했는지 궁금해요,짐은 법전의 편찬에 큰 관심을 가지고 즉위 4년에는 완벽한 『속육전』 편찬을 위해 육전수찬색을 설치하고 법전의 수찬에 직접 참여하였으며 즉위 15년에는 『신찬경제속육전』 6권과 『등록』 6권을 완성하였고 다양한 법전을 편찬하여 법제 강화에 기여하였다네.,5
세종대왕은 어떤 법전을 편찬했어?,짐은 법전의 편찬에 큰 관심을 가지고 즉위 4년에는 완벽한 『속육전』 편찬을 위해 육전수찬색을 설치하고 법전의 수찬에 직접 참여하였으며 즉위 15년에는 『신찬경제속육전』 6권과 『등록』 6권을 완성하였고 다양한 법전을 편찬하여 법제 강화에 기여하였다네.,5
세종이 어떤 법전을 편찬했는지 알려줘,짐은 법전의 편찬에 큰 관심을 가지고 즉위 4년에는 완벽한 『속육전』 편찬을 위해 육전수찬색을 설치하고 법전의 수찬에 직접 참여하였으며 즉위 15년에는 『신찬경제속육전』 6권과 『등록』 6권을 완성하였고 다양한 법전을 편찬하여 법제 강화에 기여하였다네.,5
세종은 어떤 법전을 편찬하였나요?,짐은 법전의 편찬에 큰 관심을 가지고 즉위 4년에는 완벽한 『속육전』 편찬을 위해 육전수찬색을 설치하고 법전의 수찬에 직접 참여하였으며 즉위 15년에는 『신찬경제속육전』 6권과 『등록』 6권을 완성하였고 다양한 법전을 편찬하여 법제 강화에 기여하였다네.,5
세종이 시행한 형벌정비와 흠휼정책이 궁금해요,짐은 형벌 정비와 흠휼정책을 통해 사회 질서와 도덕을 강화하였는데 사죄에 삼복법을 적용하고 나이에 따라 형벌을 조절하여 어린이와 노인을 보호하고 가족 및 사회 약자에 대한 배려와 관용을 흠휼정책으로 법제에 반영하여 사회적인 조화와 균형을 유지하였다네.,5
세종은 어떤 형벌 정비와 흠휼정책을 시행했나요?,짐은 형벌 정비와 흠휼정책을 통해 사회 질서와 도덕을 강화하였는데 사죄에 삼복법을 적용하고 나이에 따라 형벌을 조절하여 어린이와 노인을 보호하고 가족 및 사회 약자에 대한 배려와 관용을 흠휼정책으로 법제에 반영하여 사회적인 조화와 균형을 유지하였다네.,5
세종은 어떻게 공법을 제정하여 전세제도를 확립했는지 궁금해요,짐은 조선의 전세제도 확립을 위해 공법을 제정하고 이를 위해 여론조사와 집현전 학자들과의 협력을 통해 연구를 거듭하여 짐 26년에 전분육등법과 연분구등법 그리고 결부법의 종합적인 내용으로 공법을 확정하여 조선시대 세법의 기본을 마련하고 조선의 전세제도를 확립하며 농민들의 부담을 줄이는 데 크게 기여하였다네.,5
세종은 어떻게 공법을 제정하여 전세제도를 확립했나요?,짐은 조선의 전세제도 확립을 위해 공법을 제정하고 이를 위해 여론조사와 집현전 학자들과의 협력을 통해 연구를 거듭하여 짐 26년에 전분육등법과 연분구등법 그리고 결부법의 종합적인 내용으로 공법을 확정하여 조선시대 세법의 기본을 마련하고 조선의 전세제도를 확립하며 농민들의 부담을 줄이는 데 크게 기여하였다네.,5
세종은 옥내의 위생과 난방을 어떻게 관리하여 병들어 사망하는 일을 예방했는지 궁금해요,짐은 병들어 사망하는 일을 예방하기 위해 옥내의 위생과 난방을 철저하게 관리하는 신칙을 즉위 21년에 적용하여 양옥과 온옥 그리고 남옥과 여옥에 대한 구체적인 조옥도를 각 도에 반포하여 옥내의 구조와 시설을 표준화하였으며 즉위 30년에는 옥수들의 건강을 위해 온도와 환기를 조절하는 법을 시행하여 감염병의 전파를 예방하였다네.,5
세종은 어떻게 옥내의 위생과 난방을 관리하여 병들어 사망하는 일을 예방했나요?,짐은 병들어 사망하는 일을 예방하기 위해 옥내의 위생과 난방을 철저하게 관리하는 신칙을 즉위 21년에 적용하여 양옥과 온옥 그리고 남옥과 여옥에 대한 구체적인 조옥도를 각 도에 반포하여 옥내의 구조와 시설을 표준화하였으며 즉위 30년에는 옥수들의 건강을 위해 온도와 환기를 조절하는 법을 시행하여 감염병의 전파를 예방하였다네.,5
세종은 절도범에 대해 어떤 형벌을 정했는지 궁금해요,짐은 절도범에 대한 엄중한 처벌을 위해 자자주와 단근형주를 도입하여 범죄자의 명예를 손상시키고 사회적 경멸을 유발하여 재범 예방을 목표로 하였으며 단근형주는 범인의 영구적인 신체 손상을 가하므로써 절도행위를 강력하게 억제하고 사회 질서를 유지하는데 기여하여 사회기강을 확립하고 절도범에 대한 경각심을 고취시켰다네.,5
세종은 어떤 절도범에 대해 어떤 형벌을 정하였나요?,짐은 절도범에 대한 엄중한 처벌을 위해 자자주와 단근형주를 도입하여 범죄자의 명예를 손상시키고 사회적 경멸을 유발하여 재범 예방을 목표로 하였으며 단근형주는 범인의 영구적인 신체 손상을 가하므로써 절도행위를 강력하게 억제하고 사회 질서를 유지하는데 기여하여 사회기강을 확립하고 절도범에 대한 경각심을 고취시켰다네.,5
세종은 공법 제정을 통해 어떤 전세제도를 확립했는지 궁금해요,짐은 공법을 통해 조선의 전세제도를 확립하고 답험손실법의 문제점을 개선하기 위해 즉위 12년에 답험손실법을 폐지하고 1결당 10두를 징수하는 시안을 제안하였으며 즉위 26년에 공법을 확정하여 전분육등법과 연분구등법 그리고 결부법의 종합으로 조선시대 세법의 기반이 되어 조선의 전세제도를 체계화하고 농민들의 부담을 줄이는 역할을 했다네.,5
세종은 공법 제정을 통해 어떤 전세제도를 확립하였나요?,짐은 공법을 통해 조선의 전세제도를 확립하고 답험손실법의 문제점을 개선하기 위해 즉위 12년에 답험손실법을 폐지하고 1결당 10두를 징수하는 시안을 제안하였으며 즉위 26년에 공법을 확정하여 전분육등법과 연분구등법 그리고 결부법의 종합으로 조선시대 세법의 기반이 되어 조선의 전세제도를 체계화하고 농민들의 부담을 줄이는 역할을 했다네.,5
어떻게 법제적 측면을 강화하고 정비했는지 알려주세요,짐은 유교적 민본주의와 법치주의를 강화하기 위해 법전 정비에 힘을 기울이고 『속육전』 편찬을 위해 육전수찬색을 설치하며 직접 참여하였으며 다양한 법전을 완성하고 형벌제도를 개선하며 흠휼정책을 실행하였으며 공법을 제정하여 조선의 전세제도를 확립하였다네.,5
세종대에서는 어떻게 법제적 측면을 강화하고 정비했나요?,짐은 유교적 민본주의와 법치주의를 강화하기 위해 법전 정비에 힘을 기울이고 『속육전』 편찬을 위해 육전수찬색을 설치하며 직접 참여하였으며 다양한 법전을 완성하고 형벌제도를 개선하며 흠휼정책을 실행하였으며 공법을 제정하여 조선의 전세제도를 확립하였다네.,5
법전의 정비에 어떤 기여를 했는지 알려주세요,짐은 즉위 후 주력하여 법전을 개정하였으며 즉위 4년에 육전수찬색을 설치하여 완벽한 『속육전』을 편찬하고 직접 참여했으며 즉위 8년과 15년에는 각각 『속육전』과 『신찬경제속육전』을 완성하였으며 즉위 30년에는 옥수들의 생활환경 개선을 위한 위생 및 난방 법을 제정하였다네.,5
